,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff,testId,instanceId
2905,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981535:04cfb630-c7f6-4f82-b67b-0372216c3a13,1607947981535:6eb016ea-9647-46ba-ace0-90faf3a7f2a1
3046,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""class java.lang.Short""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981534:11951316-518b-4c28-b36a-6980ea67c487,1607947981534:7a717c43-3504-4b64-9980-8fe3e86e49c6
3069,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947981533:f3c654c5-4cd4-4d9d-acbd-5f9770b7abf7,1607947981533:b510df56-83ef-4340-a85b-b84e3f2ab896
3070,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981533:f3c654c5-4cd4-4d9d-acbd-5f9770b7abf7,1607947981533:b510df56-83ef-4340-a85b-b84e3f2ab896
3233,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""class java.lang.Byte""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981532:b1e3db40-9b07-43ef-a22b-a030d2339f9f,1607947981532:a92b283a-2554-4a59-872d-d10317e28922
3234,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947981532:b1e3db40-9b07-43ef-a22b-a030d2339f9f,1607947981532:a92b283a-2554-4a59-872d-d10317e28922
3257,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981532:b1e3db40-9b07-43ef-a22b-a030d2339f9f,1607947981532:37d15ca9-f867-4325-a716-68c5a1d8b091
3392,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""8""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947981531:7ddf5699-c03a-4117-8a33-95180d7782af,1607947981531:c8fc2cda-78a0-4741-81f6-320fc0366a69
3402,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""8""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947981531:7ddf5699-c03a-4117-8a33-95180d7782af,1607947981531:9e4ebe7c-30e9-41c5-978d-7c5e2e21df40
3403,"size == ""10""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981531:7ddf5699-c03a-4117-8a33-95180d7782af,1607947981531:9e4ebe7c-30e9-41c5-978d-7c5e2e21df40
3491,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981530:d91c3025-4a6e-4486-ac8a-849323091a54,1607947981530:5c061de6-2e3f-480a-948a-fe46a05265b5
3534,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981530:35e834ca-2e00-4e2f-b3f8-4a82fd51c224,1607947981530:7ac8017f-58d4-419d-b2e7-ea53527069ea
3659,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947981529:575630f7-075d-4315-a70e-bff48d9f216e,1607947981529:600afd91-b493-4c20-8e6d-3bcddff3c647
3660,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981529:575630f7-075d-4315-a70e-bff48d9f216e,1607947981529:600afd91-b493-4c20-8e6d-3bcddff3c647
3661,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981529:575630f7-075d-4315-a70e-bff48d9f216e,1607947981529:600afd91-b493-4c20-8e6d-3bcddff3c647
3736,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947981528:9b9fca3c-95f8-4da9-8ef0-a0339a3b3eed,1607947981528:d5933b90-fef8-401b-b9a4-c6075a25f882
3842,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981528:072d953c-1f5e-48a0-95e1-e8c456fa6be7,1607947981528:6184a840-465c-4aec-9a59-4c57fb205137
3843,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947981528:072d953c-1f5e-48a0-95e1-e8c456fa6be7,1607947981528:6184a840-465c-4aec-9a59-4c57fb205137
3898,"size == ""11""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""10""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",Yes,1607947981527:b5fff983-bdcf-4a59-afca-097e617d1ea0,1607947981527:ca3156f5-d057-4c7d-a7ed-49f3191152cd
4029,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981526:e311ecb3-fecf-4c6a-8ed2-26871e60cfe3,1607947981526:4317f13b-9d4a-47f4-b68d-541a46644edd
4079,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947981526:a99823d2-9f23-457e-9a8b-4776c8febdc0,1607947981526:979e01e2-ea05-4c62-8b05-b9ce6496940d
4080,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981526:a99823d2-9f23-457e-9a8b-4776c8febdc0,1607947981526:979e01e2-ea05-4c62-8b05-b9ce6496940d
4081,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981526:a99823d2-9f23-457e-9a8b-4776c8febdc0,1607947981526:979e01e2-ea05-4c62-8b05-b9ce6496940d
4177,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981524:d2a5e699-5ffc-42cf-b911-1b8072ec9b61,1607947981524:451e8e3c-4f64-43a8-a7a7-3ca0c8cc4985
4273,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""8""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981521:aea218cf-63d3-4d3b-a3ee-2c6d69b029b7,1607947981521:36ea1a82-c96e-46a1-a1e7-61729ceb65ca
4274,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947981521:aea218cf-63d3-4d3b-a3ee-2c6d69b029b7,1607947981521:36ea1a82-c96e-46a1-a1e7-61729ceb65ca
4303,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981521:0e666a27-c691-4033-8638-46e96038d542,1607947981521:95bde6aa-1f88-4734-a022-b54d4e0883f1
4304,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981521:0e666a27-c691-4033-8638-46e96038d542,1607947981521:95bde6aa-1f88-4734-a022-b54d4e0883f1
4305,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""none""","pop_p == ""class java.lang.Integer""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981521:0e666a27-c691-4033-8638-46e96038d542,1607947981521:95bde6aa-1f88-4734-a022-b54d4e0883f1
4394,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981520:4c8b9050-ca34-47f0-aff8-9496d03bdcbb,1607947981520:7b3ed43d-6741-4d45-b1df-b8ae021fc95d
4395,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981520:4c8b9050-ca34-47f0-aff8-9496d03bdcbb,1607947981520:7b3ed43d-6741-4d45-b1df-b8ae021fc95d
4589,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981518:5e3be70e-b87d-4876-a126-62a431820a52,1607947981518:da8efa4e-db80-4878-b3e3-355c4f4c2a63
4719,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981517:09d83fcb-213f-48dc-a859-639ab5b4b3b6,1607947981517:5a8b0bb8-541a-4c35-b900-f47f43a7a174
4803,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947981516:9a03fdc0-78c6-4ea9-bf8f-ac6572bb955c,1607947981517:65398f70-e5a1-4f11-90e1-e90edcc28a62
4976,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947981515:7d29f38b-6019-4584-9695-536642196246,1607947981515:5ae095a3-1b6a-404f-b843-5955507d7999
5015,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947981515:3ea4da57-969c-4730-9a82-e0744654a8f9,1607947981516:5e050a64-d0f8-4b27-b251-9f642296441d
5028,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947981515:3ea4da57-969c-4730-9a82-e0744654a8f9,1607947981515:933bc818-f511-450e-96e8-d8c185403f07
